dataset,frame,pred_class,conf,tip_x,tip_y,gt_x,gt_y,gt_instrument,err_px,depth_mm,err_mm
6,frame196,Large_Needle_Driver_Right,0.966,978.5,113.4,965.4,83.2,Right_Large_Needle_Driver_labels,32.87,75.1,2.18
6,frame196,Large_Needle_Driver_Left,0.818,933.9,832.9,1077.8,816.6,Left_Large_Needle_Driver_labels,144.84,,
6,frame197,Large_Needle_Driver_Right,0.946,1010.2,169.4,1004.8,143.9,Right_Large_Needle_Driver_labels,26.07,,
6,frame198,Large_Needle_Driver_Right,0.920,1057.0,727.8,1108.8,782.9,Left_Large_Needle_Driver_labels,75.66,61.0,4.08
6,frame199,Large_Needle_Driver_Left,0.845,892.2,356.7,902.3,348.1,Left_Large_Needle_Driver_labels,13.34,52.0,0.61
6,frame199,Large_Needle_Driver_Right,0.654,1315.8,955.2,1388.1,966.0,Right_Large_Needle_Driver_labels,73.05,,
6,frame200,Large_Needle_Driver_Left,0.821,757.5,212.7,763.5,199.2,Left_Large_Needle_Driver_labels,14.77,52.0,0.68
6,frame200,Large_Needle_Driver_Right,0.280,1236.7,857.9,1286.4,872.3,Right_Large_Needle_Driver_labels,51.75,,
6,frame201,Large_Needle_Driver_Right,0.698,1258.5,766.0,1329.3,781.4,Right_Large_Needle_Driver_labels,72.49,,
6,frame202,Large_Needle_Driver_Left,0.917,1015.0,687.0,1065.4,727.1,Left_Large_Needle_Driver_labels,64.47,,
6,frame202,Large_Needle_Driver_Right,0.757,1217.1,731.4,1268.2,749.6,Right_Large_Needle_Driver_labels,54.25,,
6,frame203,Large_Needle_Driver_Right,0.859,1377.4,717.3,1311.0,764.8,Right_Large_Needle_Driver_labels,81.64,,
6,frame203,Large_Needle_Driver_Left,0.811,667.9,604.6,629.1,602.0,Left_Large_Needle_Driver_labels,38.89,60.3,2.08
6,frame204,Large_Needle_Driver_Left,0.797,692.2,598.4,662.7,601.7,Left_Large_Needle_Driver_labels,29.61,67.7,1.77
6,frame204,Large_Needle_Driver_Right,0.298,1324.4,659.5,1361.1,667.9,Right_Large_Needle_Driver_labels,37.66,,
6,frame205,Large_Needle_Driver_Right,0.908,1126.7,510.8,1186.5,576.7,Right_Large_Needle_Driver_labels,88.99,,
6,frame206,Large_Needle_Driver_Left,0.705,980.2,657.1,990.6,679.8,Left_Large_Needle_Driver_labels,24.93,83.9,1.85
6,frame206,Large_Needle_Driver_Right,0.667,983.8,655.5,990.6,679.8,Left_Large_Needle_Driver_labels,25.24,83.9,1.87
6,frame206,Large_Needle_Driver_Right,0.376,1069.6,554.3,1093.2,560.3,Right_Large_Needle_Driver_labels,24.32,96.6,2.08
6,frame208,Large_Needle_Driver_Right,0.923,1082.2,373.5,950.1,333.5,Right_Large_Needle_Driver_labels,138.02,52.0,6.35
6,frame208,Large_Needle_Driver_Left,0.852,664.5,551.6,608.0,552.8,Left_Large_Needle_Driver_labels,56.59,52.6,2.63
6,frame209,Large_Needle_Driver_Left,0.915,701.8,563.3,660.9,563.8,Left_Large_Needle_Driver_labels,40.89,,
6,frame210,Large_Needle_Driver_Right,0.942,1019.7,381.2,962.5,394.3,Right_Large_Needle_Driver_labels,58.71,,
6,frame210,Large_Needle_Driver_Left,0.783,758.1,519.0,784.4,550.6,Left_Large_Needle_Driver_labels,41.05,,
6,frame211,Large_Needle_Driver_Left,0.712,825.2,504.2,836.5,510.4,Left_Large_Needle_Driver_labels,12.90,,
6,frame211,Large_Needle_Driver_Right,0.491,1067.1,582.0,1060.2,589.7,Right_Large_Needle_Driver_labels,10.37,,
6,frame212,Large_Needle_Driver_Left,0.708,809.1,493.2,827.3,494.4,Left_Large_Needle_Driver_labels,18.24,,
6,frame212,Large_Needle_Driver_Right,0.649,940.1,527.4,944.4,534.3,Right_Large_Needle_Driver_labels,8.15,,
6,frame213,Large_Needle_Driver_Right,0.695,994.4,555.9,925.0,568.6,Right_Large_Needle_Driver_labels,70.51,,
6,frame216,Large_Needle_Driver_Right,0.762,1179.4,386.9,1173.8,386.4,Right_Large_Needle_Driver_labels,5.68,,
6,frame217,Large_Needle_Driver_Right,0.920,1216.3,288.7,1218.6,285.2,Right_Large_Needle_Driver_labels,4.21,56.1,0.21
6,frame217,Large_Needle_Driver_Right,0.592,872.7,757.6,968.4,811.5,Left_Large_Needle_Driver_labels,109.78,61.6,5.98
6,frame217,Large_Needle_Driver_Right,0.354,1101.6,818.7,968.4,811.5,Left_Large_Needle_Driver_labels,133.45,,
6,frame218,Large_Needle_Driver_Right,0.554,1388.9,301.6,1248.4,333.6,Right_Large_Needle_Driver_labels,144.14,,
6,frame219,Large_Needle_Driver_Right,0.936,1006.5,403.6,986.1,416.4,Right_Large_Needle_Driver_labels,24.04,,
6,frame219,Large_Needle_Driver_Left,0.894,741.2,406.4,728.9,402.2,Left_Large_Needle_Driver_labels,12.98,52.8,0.61
6,frame220,Large_Needle_Driver_Right,0.842,1141.3,481.6,1158.9,478.1,Right_Large_Needle_Driver_labels,17.92,,
6,frame220,Large_Needle_Driver_Left,0.807,858.9,482.2,846.2,484.2,Left_Large_Needle_Driver_labels,12.90,,
6,frame221,Large_Needle_Driver_Right,0.922,1249.2,423.7,1130.3,476.1,Right_Large_Needle_Driver_labels,129.96,52.7,6.07
6,frame221,Large_Needle_Driver_Left,0.765,556.5,471.7,452.7,494.9,Left_Large_Needle_Driver_labels,106.38,,
6,frame222,Large_Needle_Driver_Right,0.944,1008.2,406.6,1016.0,403.7,Right_Large_Needle_Driver_labels,8.37,,
6,frame222,Large_Needle_Driver_Left,0.654,564.5,482.1,466.8,499.8,Left_Large_Needle_Driver_labels,99.29,,
6,frame223,Large_Needle_Driver_Right,0.902,1007.6,407.4,1031.9,402.2,Right_Large_Needle_Driver_labels,24.87,,
6,frame223,Large_Needle_Driver_Left,0.611,575.7,483.3,478.9,504.5,Left_Large_Needle_Driver_labels,99.06,,
6,frame224,Large_Needle_Driver_Right,0.944,1016.0,433.9,1025.7,432.4,Right_Large_Needle_Driver_labels,9.86,,
6,frame224,Large_Needle_Driver_Left,0.296,576.4,483.1,478.4,505.6,Left_Large_Needle_Driver_labels,100.49,,
7,frame169,Bipolar_Forceps,0.951,711.1,365.0,621.9,385.6,Left_Bipolar_Forceps,91.51,,
7,frame170,Bipolar_Forceps,0.939,834.3,239.9,768.4,219.9,Left_Bipolar_Forceps,68.83,,
7,frame173,Prograsp_Forceps_Right,0.484,969.3,265.9,877.1,198.0,Left_Bipolar_Forceps,114.50,,
7,frame173,Bipolar_Forceps,0.260,969.4,265.9,877.1,198.0,Left_Bipolar_Forceps,114.57,,
7,frame223,Prograsp_Forceps_Right,0.770,524.9,417.8,498.7,401.7,Left_Bipolar_Forceps,30.71,51.2,1.41
7,frame224,Prograsp_Forceps_Right,0.860,768.6,316.7,752.6,297.5,Left_Bipolar_Forceps,24.93,,
8,frame169,Monopolar_Curved_Scissors,0.923,1195.5,674.3,1180.3,670.0,Monopolar_Curved_Scissors_labels,15.83,79.9,1.11
8,frame169,Bipolar_Forceps,0.303,1065.1,232.5,1061.7,200.2,Left_Grasping_Retractor_labels,32.46,64.7,1.85
8,frame170,Monopolar_Curved_Scissors,0.920,1197.8,670.9,1189.8,671.6,Monopolar_Curved_Scissors_labels,8.02,79.5,0.56
8,frame170,Prograsp_Forceps_Right,0.274,1023.0,290.4,1059.4,270.4,Bipolar_Forceps_labels,41.56,130.6,4.77
8,frame171,Monopolar_Curved_Scissors,0.927,1176.2,665.1,1159.6,662.2,Monopolar_Curved_Scissors_labels,16.82,78.8,1.17
8,frame171,Bipolar_Forceps,0.402,1018.6,276.1,1059.4,270.4,Bipolar_Forceps_labels,41.20,,
8,frame172,Monopolar_Curved_Scissors,0.895,1152.6,634.6,1129.2,624.4,Monopolar_Curved_Scissors_labels,25.54,78.0,1.75
8,frame172,Bipolar_Forceps,0.262,1038.0,294.4,1059.4,270.4,Bipolar_Forceps_labels,32.15,134.8,3.81
8,frame173,Monopolar_Curved_Scissors,0.911,1124.3,631.2,1115.8,629.4,Monopolar_Curved_Scissors_labels,8.67,78.8,0.60
8,frame173,Bipolar_Forceps,0.699,1034.3,283.5,1059.4,270.4,Bipolar_Forceps_labels,28.29,115.4,2.87
8,frame173,Prograsp_Forceps_Right,0.422,1026.5,280.6,1059.4,270.4,Bipolar_Forceps_labels,34.41,114.7,3.47
8,frame173,Prograsp_Forceps_Left,0.263,917.5,584.2,882.1,589.3,Left_Grasping_Retractor_labels,35.85,115.0,3.63
8,frame174,Monopolar_Curved_Scissors,0.930,1174.7,624.1,1162.8,618.5,Monopolar_Curved_Scissors_labels,13.09,71.8,0.83
8,frame174,Bipolar_Forceps,0.606,1044.2,279.2,1065.8,259.8,Bipolar_Forceps_labels,29.00,,
8,frame175,Monopolar_Curved_Scissors,0.897,1154.9,615.4,1143.8,608.6,Monopolar_Curved_Scissors_labels,13.01,,
8,frame175,Bipolar_Forceps,0.629,1047.6,294.4,1059.8,267.0,Bipolar_Forceps_labels,30.05,138.5,3.66
8,frame175,Prograsp_Forceps_Right,0.276,987.2,308.9,1059.8,267.0,Bipolar_Forceps_labels,83.77,79.1,5.83
8,frame176,Monopolar_Curved_Scissors,0.932,1116.7,595.0,1100.5,581.3,Monopolar_Curved_Scissors_labels,21.22,76.2,1.42
8,frame177,Monopolar_Curved_Scissors,0.931,1106.5,604.2,1096.9,592.4,Monopolar_Curved_Scissors_labels,15.21,83.8,1.12
8,frame177,Bipolar_Forceps,0.731,1048.7,274.9,1064.6,264.8,Bipolar_Forceps_labels,18.80,,
8,frame178,Monopolar_Curved_Scissors,0.946,1083.9,601.7,1073.0,574.9,Monopolar_Curved_Scissors_labels,28.93,73.0,1.86
8,frame178,Prograsp_Forceps_Right,0.692,707.9,223.9,607.3,231.9,Left_Grasping_Retractor_labels,100.84,133.2,11.82
8,frame178,Prograsp_Forceps_Right,0.685,1104.9,245.1,1126.5,248.0,Bipolar_Forceps_labels,21.76,,
8,frame179,Monopolar_Curved_Scissors,0.918,1124.9,544.5,1104.2,501.2,Monopolar_Curved_Scissors_labels,47.96,70.7,2.99
8,frame179,Bipolar_Forceps,0.312,1142.7,245.2,1139.0,237.3,Bipolar_Forceps_labels,8.70,138.0,1.06
8,frame180,Monopolar_Curved_Scissors,0.896,1135.9,465.9,1119.4,430.7,Monopolar_Curved_Scissors_labels,38.84,78.5,2.68
8,frame180,Prograsp_Forceps_Right,0.549,1127.7,231.3,1140.0,238.0,Bipolar_Forceps_labels,14.02,,
8,frame180,Prograsp_Forceps_Right,0.376,830.4,335.3,918.3,357.9,Left_Grasping_Retractor_labels,90.73,,
8,frame180,Large_Needle_Driver_Right,0.284,1133.5,231.4,1140.0,238.0,Bipolar_Forceps_labels,9.30,,
8,frame181,Monopolar_Curved_Scissors,0.916,1138.4,471.8,1121.4,435.4,Monopolar_Curved_Scissors_labels,40.14,77.4,2.74
8,frame181,Prograsp_Forceps_Right,0.371,1136.0,230.5,1140.0,238.0,Bipolar_Forceps_labels,8.56,,
8,frame182,Monopolar_Curved_Scissors,0.908,1142.3,471.9,1124.4,434.4,Monopolar_Curved_Scissors_labels,41.52,76.5,2.80
8,frame182,Prograsp_Forceps_Right,0.786,1138.2,251.1,1140.0,238.0,Bipolar_Forceps_labels,13.16,141.2,1.64
8,frame182,Prograsp_Forceps_Right,0.284,772.7,527.4,695.5,501.5,Left_Grasping_Retractor_labels,81.41,145.9,10.45
8,frame183,Prograsp_Forceps_Right,0.655,1137.9,248.1,1140.0,238.0,Bipolar_Forceps_labels,10.29,135.0,1.22
8,frame187,Large_Needle_Driver_Left,0.329,1089.6,230.8,1140.0,238.0,Bipolar_Forceps_labels,50.93,,
8,frame188,Prograsp_Forceps_Right,0.690,1149.6,254.2,1140.0,238.0,Bipolar_Forceps_labels,18.82,124.0,2.05
8,frame188,Monopolar_Curved_Scissors,0.595,1066.5,386.8,1027.5,358.4,Monopolar_Curved_Scissors_labels,48.24,89.0,3.78
8,frame188,Large_Needle_Driver_Left,0.309,1148.6,254.7,1140.0,238.0,Bipolar_Forceps_labels,18.78,124.0,2.05
8,frame189,Monopolar_Curved_Scissors,0.865,1053.9,391.8,1020.6,351.7,Monopolar_Curved_Scissors_labels,52.12,86.2,3.95
8,frame189,Prograsp_Forceps_Right,0.718,1141.0,255.0,1140.0,238.0,Bipolar_Forceps_labels,17.01,133.4,2.00
8,frame190,Monopolar_Curved_Scissors,0.727,1076.1,394.9,1045.8,356.1,Monopolar_Curved_Scissors_labels,49.23,94.4,4.09
8,frame190,Large_Needle_Driver_Left,0.478,936.3,464.8,970.0,434.0,Bipolar_Forceps_labels,45.58,86.8,3.48
8,frame190,Maryland_Bipolar_Forceps,0.311,936.0,465.9,970.0,434.0,Bipolar_Forceps_labels,46.59,86.8,3.56
8,frame192,Monopolar_Curved_Scissors,0.455,1029.3,341.4,990.1,300.1,Monopolar_Curved_Scissors_labels,56.98,114.5,5.74
8,frame193,Prograsp_Forceps_Right,0.844,851.2,407.6,949.9,297.6,Monopolar_Curved_Scissors_labels,147.76,,
8,frame193,Monopolar_Curved_Scissors,0.760,990.1,347.7,949.9,297.6,Monopolar_Curved_Scissors_labels,64.19,107.6,6.07
8,frame194,Monopolar_Curved_Scissors,0.915,1003.1,385.4,954.8,333.0,Monopolar_Curved_Scissors_labels,71.30,79.9,5.01
8,frame194,Large_Needle_Driver_Left,0.908,853.0,442.4,876.3,378.2,Bipolar_Forceps_labels,68.30,,
8,frame195,Large_Needle_Driver_Left,0.901,824.2,382.8,856.3,336.7,Bipolar_Forceps_labels,56.17,85.3,4.21
8,frame195,Monopolar_Curved_Scissors,0.777,1005.3,361.6,955.7,313.4,Monopolar_Curved_Scissors_labels,69.15,105.5,6.42
8,frame196,Monopolar_Curved_Scissors,0.946,948.8,420.1,890.7,378.4,Monopolar_Curved_Scissors_labels,71.44,,
8,frame196,Large_Needle_Driver_Left,0.843,799.0,447.0,823.4,428.2,Bipolar_Forceps_labels,30.81,67.7,1.84
8,frame197,Monopolar_Curved_Scissors,0.946,959.3,426.9,867.6,354.1,Monopolar_Curved_Scissors_labels,117.12,,
8,frame197,Large_Needle_Driver_Left,0.875,846.4,510.1,831.2,475.6,Bipolar_Forceps_labels,37.77,97.4,3.24
8,frame197,Bipolar_Forceps,0.702,828.7,489.7,831.2,475.6,Bipolar_Forceps_labels,14.34,69.6,0.88
8,frame198,Monopolar_Curved_Scissors,0.865,1050.2,341.7,995.2,301.4,Monopolar_Curved_Scissors_labels,68.20,87.4,5.25
8,frame198,Large_Needle_Driver_Left,0.803,802.0,434.4,809.2,429.7,Bipolar_Forceps_labels,8.60,84.1,0.64
8,frame198,Bipolar_Forceps,0.715,801.9,434.2,809.2,429.7,Bipolar_Forceps_labels,8.52,84.1,0.63
8,frame198,Large_Needle_Driver_Left,0.626,725.0,504.5,809.2,429.7,Bipolar_Forceps_labels,112.61,,
8,frame199,Monopolar_Curved_Scissors,0.920,969.2,391.1,909.2,376.2,Monopolar_Curved_Scissors_labels,61.84,74.0,4.03
8,frame199,Bipolar_Forceps,0.882,715.7,472.8,717.2,469.0,Bipolar_Forceps_labels,4.16,,
8,frame199,Large_Needle_Driver_Left,0.367,713.5,473.9,717.2,469.0,Bipolar_Forceps_labels,6.24,,
8,frame200,Bipolar_Forceps,0.793,684.1,472.0,692.1,462.2,Bipolar_Forceps_labels,12.63,78.7,0.88
8,frame200,Large_Needle_Driver_Left,0.386,684.1,472.1,692.1,462.2,Bipolar_Forceps_labels,12.68,78.7,0.88
8,frame201,Large_Needle_Driver_Left,0.919,966.2,394.6,892.8,373.9,Monopolar_Curved_Scissors_labels,76.26,79.6,5.34
8,frame201,Bipolar_Forceps,0.909,667.5,465.8,659.9,470.3,Bipolar_Forceps_labels,8.76,75.2,0.58
8,frame201,Monopolar_Curved_Scissors,0.679,965.4,394.5,892.8,373.9,Monopolar_Curved_Scissors_labels,75.42,79.6,5.28
8,frame202,Bipolar_Forceps,0.922,668.8,464.9,667.5,463.6,Bipolar_Forceps_labels,1.87,75.8,0.12
8,frame202,Monopolar_Curved_Scissors,0.920,939.0,424.0,863.8,403.5,Monopolar_Curved_Scissors_labels,77.93,89.2,6.12
8,frame203,Bipolar_Forceps,0.898,675.2,459.3,669.3,460.2,Bipolar_Forceps_labels,6.01,75.5,0.40
8,frame203,Monopolar_Curved_Scissors,0.885,1010.0,407.0,960.4,388.1,Monopolar_Curved_Scissors_labels,53.14,87.8,4.11
8,frame204,Monopolar_Curved_Scissors,0.893,1026.2,427.5,961.8,407.2,Monopolar_Curved_Scissors_labels,67.45,,
8,frame204,Bipolar_Forceps,0.827,686.8,455.2,689.0,452.1,Bipolar_Forceps_labels,3.86,76.2,0.26
8,frame205,Large_Needle_Driver_Left,0.931,853.2,419.5,894.4,424.5,Bipolar_Forceps_labels,41.53,73.2,2.67
8,frame205,Monopolar_Curved_Scissors,0.914,1035.2,444.7,980.1,427.4,Monopolar_Curved_Scissors_labels,57.72,82.7,4.20
8,frame206,Monopolar_Curved_Scissors,0.928,1029.0,449.7,969.2,431.5,Monopolar_Curved_Scissors_labels,62.54,79.9,4.40
8,frame206,Large_Needle_Driver_Left,0.917,856.0,395.9,898.3,414.7,Bipolar_Forceps_labels,46.20,95.1,3.86
8,frame207,Large_Needle_Driver_Left,0.927,903.5,291.5,944.5,302.2,Bipolar_Forceps_labels,42.33,80.7,3.01
8,frame207,Monopolar_Curved_Scissors,0.897,1027.8,380.3,962.1,335.8,Monopolar_Curved_Scissors_labels,79.43,75.0,5.24
8,frame208,Large_Needle_Driver_Left,0.912,938.4,225.0,979.7,229.0,Bipolar_Forceps_labels,41.48,,
8,frame208,Monopolar_Curved_Scissors,0.888,1056.3,345.8,1003.4,303.3,Monopolar_Curved_Scissors_labels,67.79,86.7,5.17
8,frame209,Large_Needle_Driver_Left,0.941,941.3,200.8,981.5,201.9,Bipolar_Forceps_labels,40.23,80.2,2.84
8,frame209,Monopolar_Curved_Scissors,0.907,1052.0,334.0,1011.0,289.7,Monopolar_Curved_Scissors_labels,60.36,69.8,3.71
8,frame210,Large_Needle_Driver_Left,0.944,939.3,201.1,980.5,200.9,Bipolar_Forceps_labels,41.18,,
8,frame210,Monopolar_Curved_Scissors,0.873,1089.6,373.9,1043.2,323.1,Monopolar_Curved_Scissors_labels,68.78,73.8,4.47
8,frame211,Large_Needle_Driver_Left,0.942,939.6,195.0,976.1,194.7,Bipolar_Forceps_labels,36.56,,
8,frame211,Monopolar_Curved_Scissors,0.936,1063.6,357.6,1022.3,305.6,Monopolar_Curved_Scissors_labels,66.45,74.9,4.38
8,frame212,Large_Needle_Driver_Left,0.941,938.8,189.9,974.7,188.3,Bipolar_Forceps_labels,35.91,81.3,2.57
8,frame212,Monopolar_Curved_Scissors,0.902,1072.6,335.2,1048.8,295.1,Monopolar_Curved_Scissors_labels,46.57,70.9,2.91
8,frame213,Large_Needle_Driver_Left,0.943,926.1,190.9,961.0,188.8,Bipolar_Forceps_labels,34.97,82.3,2.53
8,frame213,Monopolar_Curved_Scissors,0.915,1093.1,382.3,1070.6,343.2,Monopolar_Curved_Scissors_labels,45.12,76.6,3.04
8,frame214,Large_Needle_Driver_Left,0.951,929.9,188.4,964.6,185.9,Bipolar_Forceps_labels,34.79,80.9,2.48
8,frame214,Monopolar_Curved_Scissors,0.896,1085.6,399.2,1043.4,344.5,Monopolar_Curved_Scissors_labels,68.98,73.1,4.44
8,frame215,Large_Needle_Driver_Left,0.948,930.0,187.5,970.0,186.9,Bipolar_Forceps_labels,39.97,82.9,2.92
8,frame215,Monopolar_Curved_Scissors,0.915,1078.4,394.9,1044.3,345.5,Monopolar_Curved_Scissors_labels,60.01,73.8,3.90
8,frame216,Large_Needle_Driver_Left,0.946,932.9,186.6,971.7,184.7,Bipolar_Forceps_labels,38.87,,
8,frame216,Monopolar_Curved_Scissors,0.878,1080.6,409.4,1046.7,361.2,Monopolar_Curved_Scissors_labels,58.88,72.9,3.78
8,frame217,Large_Needle_Driver_Left,0.938,940.3,206.0,969.7,200.9,Bipolar_Forceps_labels,29.80,98.4,2.58
8,frame217,Monopolar_Curved_Scissors,0.870,1098.5,413.2,1066.3,365.6,Monopolar_Curved_Scissors_labels,57.50,72.4,3.66
8,frame218,Monopolar_Curved_Scissors,0.933,970.7,504.6,927.5,463.3,Monopolar_Curved_Scissors_labels,59.75,76.2,4.00
8,frame218,Large_Needle_Driver_Left,0.875,812.9,485.3,839.3,487.0,Bipolar_Forceps_labels,26.47,78.5,1.83
8,frame219,Monopolar_Curved_Scissors,0.923,996.9,488.4,949.4,437.5,Monopolar_Curved_Scissors_labels,69.55,79.7,4.88
8,frame219,Large_Needle_Driver_Left,0.581,837.8,533.2,790.2,479.6,Bipolar_Forceps_labels,71.76,97.6,6.16
8,frame220,Monopolar_Curved_Scissors,0.924,948.4,486.4,905.1,442.8,Monopolar_Curved_Scissors_labels,61.47,63.5,3.43
8,frame220,Bipolar_Forceps,0.906,790.1,450.5,807.1,447.9,Bipolar_Forceps_labels,17.12,54.5,0.82
8,frame221,Monopolar_Curved_Scissors,0.932,1025.6,469.6,980.0,424.7,Monopolar_Curved_Scissors_labels,63.99,67.6,3.80
8,frame221,Large_Needle_Driver_Left,0.915,888.7,457.5,892.3,420.4,Bipolar_Forceps_labels,37.31,62.8,2.06
8,frame222,Monopolar_Curved_Scissors,0.932,1016.0,505.9,969.7,453.6,Monopolar_Curved_Scissors_labels,69.89,71.8,4.41
8,frame222,Large_Needle_Driver_Left,0.911,869.7,361.1,904.6,352.4,Bipolar_Forceps_labels,35.94,65.2,2.06
8,frame223,Monopolar_Curved_Scissors,0.931,977.3,458.8,936.4,419.2,Monopolar_Curved_Scissors_labels,56.93,62.9,3.15
8,frame223,Bipolar_Forceps,0.882,792.5,404.5,800.3,399.2,Bipolar_Forceps_labels,9.46,57.1,0.47
8,frame223,Large_Needle_Driver_Left,0.631,791.4,404.5,800.3,399.2,Bipolar_Forceps_labels,10.37,57.2,0.52
8,frame224,Monopolar_Curved_Scissors,0.943,1011.4,464.8,968.7,415.0,Monopolar_Curved_Scissors_labels,65.61,70.5,4.07
8,frame224,Large_Needle_Driver_Left,0.901,828.6,423.1,859.5,400.4,Bipolar_Forceps_labels,38.37,60.7,2.05
