t,track_id,class_name,tip_x_mm,tip_y_mm,tip_z_mm,n_neighbours,plane_rms_mm,clearance_mm
1787165493.960,104,Large_Needle_Driver_Left,80.81,-1.98,25.83,951,2.77,-3.87
1787165494.217,102,Monopolar_Curved_Scissors,77.63,-11.31,13.98,1380,3.19,-1.68
1787165494.217,103,Monopolar_Curved_Scissors,75.47,42.87,-0.25,431,2.94,3.51
1787165494.217,104,Large_Needle_Driver_Left,75.75,-2.10,25.24,955,3.69,-8.37
1787165494.365,102,Monopolar_Curved_Scissors,74.64,-11.85,11.72,1460,3.36,-1.59
1787165494.365,104,Large_Needle_Driver_Left,74.52,-1.34,24.77,1070,2.90,0.04
1787165494.389,102,Monopolar_Curved_Scissors,75.24,-11.92,10.71,1474,3.41,-2.11
1787165494.389,104,Large_Needle_Driver_Left,74.63,-1.08,24.60,1076,2.90,-0.19
1787165494.521,102,Monopolar_Curved_Scissors,74.78,-11.65,10.01,1955,3.05,0.41
1787165494.521,104,Large_Needle_Driver_Left,75.55,-1.11,25.12,1304,3.38,-1.28
1787165494.886,106,Large_Needle_Driver_Left,77.19,-1.17,23.95,78,1.28,-6.60
1787165495.070,106,Large_Needle_Driver_Left,75.82,-2.95,8.41,49,0.80,6.79
1787165495.280,106,Large_Needle_Driver_Left,75.31,-4.93,3.48,160,1.60,15.16
1787165495.506,106,Monopolar_Curved_Scissors,75.14,-3.10,2.00,106,1.37,15.96
1787165495.706,106,Monopolar_Curved_Scissors,75.11,-6.29,2.60,222,1.73,16.52
1787165495.857,106,Monopolar_Curved_Scissors,75.12,-6.90,1.35,60,0.88,15.36
1787165496.065,106,Monopolar_Curved_Scissors,75.13,-5.23,3.11,126,1.42,15.25
1787165496.298,106,Monopolar_Curved_Scissors,75.14,-6.24,3.64,60,0.95,14.48
1787165496.298,107,Bipolar_Forceps,95.23,9.52,10.13,84,3.49,11.38
1787165496.762,106,Monopolar_Curved_Scissors,64.80,-16.78,-8.47,358,1.67,-1.05
1787165496.762,107,Bipolar_Forceps,137.99,-11.60,-3.78,250,2.62,-0.31
1787165496.879,106,Monopolar_Curved_Scissors,64.19,-15.70,-7.74,396,1.67,-1.51
1787165496.879,107,Bipolar_Forceps,140.19,-14.49,-5.77,277,3.58,-1.01
1787165497.114,107,Prograsp_Forceps_Left,135.77,-3.82,-7.41,774,4.50,-6.84
1787165497.374,106,Monopolar_Curved_Scissors,63.81,-14.61,-6.24,166,0.73,17.76
1787165497.374,107,Prograsp_Forceps_Left,138.44,-6.22,-11.11,287,3.36,-11.62
1787165497.492,107,Prograsp_Forceps_Left,139.69,-7.34,-12.84,316,4.50,-11.10
1787165497.492,109,Bipolar_Forceps,141.60,-16.92,33.29,47,1.69,13.28
1787165497.596,106,Monopolar_Curved_Scissors,64.01,-11.40,-4.99,194,1.37,-9.06
1787165497.596,107,Prograsp_Forceps_Left,140.78,-8.31,-14.34,267,3.71,-10.58
1787165497.596,109,Bipolar_Forceps,134.16,-20.11,34.22,163,2.55,9.94
1787165497.717,106,Monopolar_Curved_Scissors,64.04,-12.09,-2.79,220,1.39,8.59
1787165497.717,107,Prograsp_Forceps_Left,141.97,-9.38,-15.99,180,3.33,-11.46
1787165497.717,109,Bipolar_Forceps,130.88,-24.38,34.75,160,2.39,-11.39
1787165497.860,106,Monopolar_Curved_Scissors,64.07,-12.88,1.01,159,1.11,-1.41
1787165497.860,107,Prograsp_Forceps_Left,143.41,-10.66,-17.97,165,2.25,-13.76
1787165497.860,109,Bipolar_Forceps,121.17,-24.28,33.82,151,1.94,-8.04
1787165497.965,107,Prograsp_Forceps_Left,144.51,-11.66,-19.50,30,1.45,-16.09
1787165497.965,109,Bipolar_Forceps,128.64,-26.60,35.07,447,4.53,1.16
1787165498.211,107,UNKNOWN,127.78,-23.17,-7.89,306,3.46,-10.03
1787165498.211,109,Bipolar_Forceps,130.94,-27.62,35.57,124,2.65,-14.10
1787165498.329,106,Monopolar_Curved_Scissors,63.88,-4.90,2.61,315,1.67,-2.79
1787165498.329,109,Bipolar_Forceps,130.28,-28.55,35.83,26,0.42,-19.05
1787165498.537,106,Monopolar_Curved_Scissors,63.45,-3.92,3.12,941,2.59,3.50
1787165498.618,106,Monopolar_Curved_Scissors,87.76,-11.17,10.90,1571,5.73,2.00
1787165498.618,109,Prograsp_Forceps_Right,119.90,-24.04,32.81,107,1.39,1.21
1787165498.712,106,Monopolar_Curved_Scissors,98.56,-12.45,12.89,335,2.17,9.02
1787165498.895,106,Monopolar_Curved_Scissors,104.22,-14.52,13.83,170,1.62,-16.33
1787165498.988,106,Monopolar_Curved_Scissors,98.73,-14.85,19.59,771,2.02,-6.28
1787165498.988,109,Prograsp_Forceps_Right,113.31,-24.83,30.80,524,3.89,-4.74
1787165499.102,106,Monopolar_Curved_Scissors,96.43,-12.03,18.53,631,4.69,4.16
1787165499.102,109,Prograsp_Forceps_Right,111.79,-25.09,30.57,214,4.28,13.46
1787165499.195,106,Monopolar_Curved_Scissors,93.16,-9.34,15.58,817,4.41,2.67
1787165499.195,109,Prograsp_Forceps_Right,110.46,-25.32,30.37,513,3.81,-2.58
1787165499.401,106,Monopolar_Curved_Scissors,94.27,-7.98,15.60,587,3.96,-2.19
1787165499.401,109,Prograsp_Forceps_Right,107.51,-25.82,29.91,606,4.01,-0.65
1787165499.401,111,Large_Needle_Driver_Left,91.44,8.27,11.39,637,4.76,0.96
1787165499.492,106,Monopolar_Curved_Scissors,96.77,-4.92,12.76,563,5.35,-1.05
1787165499.492,109,Prograsp_Forceps_Right,106.20,-26.05,29.71,490,3.60,-0.04
1787165499.492,111,Large_Needle_Driver_Left,95.78,9.86,9.21,913,5.58,-0.93
1787165499.501,106,Monopolar_Curved_Scissors,92.57,-4.20,11.04,506,5.11,4.71
1787165499.501,109,Prograsp_Forceps_Right,106.01,-26.08,29.68,485,3.59,0.03
1787165499.501,111,Large_Needle_Driver_Left,99.82,9.50,7.04,872,5.53,-2.62
1787165499.732,106,Monopolar_Curved_Scissors,91.14,-8.30,14.46,961,3.35,-3.76
1787165499.732,109,Prograsp_Forceps_Right,102.62,-26.66,29.16,870,4.28,-0.22
1787165499.732,111,Large_Needle_Driver_Left,97.19,10.13,7.68,812,2.36,-10.29
1787165499.762,106,Monopolar_Curved_Scissors,88.59,-6.30,13.02,1011,3.76,-3.34
1787165499.762,109,Prograsp_Forceps_Right,102.24,-26.73,29.11,883,4.42,-0.09
1787165499.762,111,Large_Needle_Driver_Left,91.92,13.06,6.10,883,2.33,-5.57
1787165499.975,106,Monopolar_Curved_Scissors,88.88,-3.92,13.55,1113,3.94,2.22
1787165499.975,109,Prograsp_Forceps_Right,99.19,-27.25,28.64,937,5.08,-1.82
1787165499.975,111,Large_Needle_Driver_Left,85.17,16.72,4.55,1164,3.41,4.15
1787165500.211,106,Monopolar_Curved_Scissors,84.89,-3.35,11.61,950,4.15,5.14
1787165500.211,109,Prograsp_Forceps_Right,83.46,-4.46,11.16,834,4.38,7.95
1787165500.211,111,Large_Needle_Driver_Left,84.66,19.63,4.45,1377,3.16,4.23
1787165500.337,106,Monopolar_Curved_Scissors,84.72,-2.82,11.71,1104,3.63,5.62
1787165500.337,109,Prograsp_Forceps_Right,82.08,-5.70,9.64,867,3.26,9.84
1787165500.337,111,Large_Needle_Driver_Left,84.66,19.98,4.87,1242,3.27,3.20
1787165500.577,106,Monopolar_Curved_Scissors,84.40,-1.88,11.87,1434,3.66,4.57
1787165500.577,109,Prograsp_Forceps_Right,81.87,-7.06,7.76,992,3.26,7.68
1787165500.577,111,Bipolar_Forceps,84.23,19.40,5.26,1396,3.13,5.47
1787165500.702,106,Monopolar_Curved_Scissors,85.07,4.29,9.29,1636,3.20,2.92
1787165500.702,109,Prograsp_Forceps_Right,83.25,-8.18,6.72,1100,3.23,6.88
1787165500.702,111,Bipolar_Forceps,83.58,20.01,5.00,1352,3.12,5.15
1787165500.849,106,Monopolar_Curved_Scissors,75.88,4.66,8.94,208,6.29,7.69
1787165500.849,109,Prograsp_Forceps_Right,83.85,-8.38,6.03,204,3.63,-3.72
1787165500.849,111,Bipolar_Forceps,82.87,20.66,4.72,428,3.38,6.18
1787165500.982,106,Monopolar_Curved_Scissors,72.37,2.91,13.05,87,4.83,6.67
1787165500.982,109,Prograsp_Forceps_Right,89.23,-8.92,9.90,723,3.20,3.55
1787165500.982,111,Bipolar_Forceps,82.17,21.31,4.44,562,3.86,5.71
1787165501.101,106,Monopolar_Curved_Scissors,70.95,0.72,18.36,49,0.96,8.96
1787165501.101,109,Prograsp_Forceps_Right,92.99,-10.56,14.29,396,3.14,1.33
1787165501.101,111,Bipolar_Forceps,81.54,21.90,4.19,946,6.57,3.26
1787165501.219,106,Monopolar_Curved_Scissors,72.67,-0.26,21.47,1139,2.80,2.50
1787165501.219,111,Bipolar_Forceps,80.92,22.48,3.95,1477,4.11,-9.05
1787165501.316,106,Monopolar_Curved_Scissors,73.26,-0.74,22.97,1177,3.37,0.25
1787165501.316,109,Monopolar_Curved_Scissors,95.49,-13.25,15.00,37,1.17,-13.49
1787165501.316,111,Bipolar_Forceps,80.37,22.99,3.73,1321,4.76,-8.48
1787165501.436,106,Monopolar_Curved_Scissors,73.65,-0.95,23.93,1005,3.80,-8.20
1787165501.436,109,Monopolar_Curved_Scissors,95.88,-13.67,16.58,37,2.29,-16.99
1787165501.436,111,Bipolar_Forceps,79.75,23.57,3.48,1439,4.93,-7.25
1787165501.538,106,Monopolar_Curved_Scissors,73.96,-0.54,24.28,1077,2.91,0.38
1787165501.538,109,Monopolar_Curved_Scissors,96.04,-14.88,14.92,32,0.69,-9.60
1787165501.538,111,Bipolar_Forceps,79.19,24.09,3.26,1784,4.72,-7.75
1787165501.763,112,Large_Needle_Driver_Left,77.19,-0.58,24.84,235,1.60,-7.70
1787165501.859,112,Large_Needle_Driver_Left,77.19,-0.70,24.88,76,1.30,-7.61
1787165501.949,112,Large_Needle_Driver_Left,77.19,-1.05,24.14,79,1.04,-6.75
1787165502.067,112,Large_Needle_Driver_Left,77.19,-1.11,24.04,63,1.29,-6.73
1787165502.160,112,Large_Needle_Driver_Left,77.19,-1.17,23.95,345,2.09,-4.10
1787165502.171,112,Large_Needle_Driver_Left,77.19,-1.17,23.95,345,2.09,-4.10
1787165502.297,112,Large_Needle_Driver_Left,77.19,-1.24,23.84,462,2.05,-4.27
1787165502.297,113,Bipolar_Forceps,91.93,0.19,1.50,27,0.60,17.24
1787165502.405,112,Large_Needle_Driver_Left,77.19,2.90,13.97,427,2.26,5.84
1787165502.405,113,Monopolar_Curved_Scissors,93.40,-4.95,2.15,48,0.93,-18.10
1787165502.660,112,Large_Needle_Driver_Left,77.19,7.97,9.59,262,1.37,-9.45
1787165502.660,113,Monopolar_Curved_Scissors,94.37,-5.43,5.64,51,3.52,3.67
1787165502.757,112,Large_Needle_Driver_Left,77.19,7.45,7.98,169,1.76,10.40
1787165502.757,113,Monopolar_Curved_Scissors,94.99,-7.28,6.09,39,2.10,3.99
1787165502.858,113,Monopolar_Curved_Scissors,94.19,-7.80,6.82,59,2.34,1.75
1787165502.986,113,Monopolar_Curved_Scissors,111.48,-10.79,-0.92,622,3.61,5.77
1787165502.986,114,Monopolar_Curved_Scissors,96.05,-25.40,-12.70,532,3.66,0.53
1787165503.320,113,Monopolar_Curved_Scissors,118.37,2.70,25.18,62,0.91,17.08
1787165503.320,114,Monopolar_Curved_Scissors,93.31,-21.58,-9.79,454,3.99,-3.49
1787165503.536,114,Monopolar_Curved_Scissors,92.63,-22.02,-8.37,321,3.01,-0.93
1787165503.657,114,Monopolar_Curved_Scissors,92.48,-19.09,-6.50,376,2.60,1.00
1787165503.763,114,Monopolar_Curved_Scissors,92.42,-17.34,-6.17,69,3.92,0.70
1787165503.763,115,UNKNOWN,96.46,-10.27,21.90,180,3.20,7.22
1787165503.957,114,Monopolar_Curved_Scissors,92.38,-15.02,-5.88,278,2.87,-1.04
1787165503.957,115,UNKNOWN,115.76,-18.15,30.01,381,3.80,12.37
1787165504.161,112,Large_Needle_Driver_Left,129.52,9.83,25.41,437,4.10,6.20
1787165504.161,113,Monopolar_Curved_Scissors,128.31,10.93,26.74,430,4.03,7.64
1787165504.161,114,Monopolar_Curved_Scissors,92.40,-17.22,2.25,136,1.28,15.61
1787165504.161,115,UNKNOWN,130.37,-24.40,36.31,211,2.77,3.55
1787165504.237,112,Large_Needle_Driver_Left,131.49,10.18,25.45,312,3.72,9.16
1787165504.237,113,Monopolar_Curved_Scissors,129.45,11.63,27.47,263,3.02,10.75
1787165504.237,115,UNKNOWN,136.79,-26.91,38.70,188,3.00,-12.03
1787165504.362,112,Large_Needle_Driver_Left,134.38,10.70,25.50,299,5.43,1.68
1787165504.362,113,Monopolar_Curved_Scissors,131.14,12.65,28.53,249,5.54,5.40
1787165504.362,114,Monopolar_Curved_Scissors,112.56,-21.24,-1.75,186,3.01,11.93
1787165504.362,115,UNKNOWN,135.27,-27.70,37.35,312,2.53,3.66
1787165504.396,112,Large_Needle_Driver_Left,135.05,10.82,25.52,299,5.49,1.22
1787165504.396,113,Monopolar_Curved_Scissors,131.52,12.88,28.78,232,5.53,4.91
1787165504.396,114,Monopolar_Curved_Scissors,113.06,-21.25,-1.60,188,3.08,12.16
1787165504.396,115,UNKNOWN,135.63,-28.03,37.57,301,2.53,3.54
1787165504.855,113,Monopolar_Curved_Scissors,137.61,16.57,32.63,56,1.59,-9.45
1787165504.855,114,Monopolar_Curved_Scissors,97.92,-14.31,10.75,1584,3.39,-3.39
1787165504.855,115,UNKNOWN,121.23,-25.23,32.95,120,1.40,-0.18
1787165504.975,114,Monopolar_Curved_Scissors,102.31,-13.42,13.18,309,2.22,6.40
1787165505.108,114,Monopolar_Curved_Scissors,104.06,-14.37,14.04,128,1.61,7.86
1787165505.108,115,UNKNOWN,117.15,-25.39,31.33,54,1.36,-15.43
1787165505.129,114,Monopolar_Curved_Scissors,100.40,-14.68,18.26,114,2.00,1.87
1787165505.129,115,UNKNOWN,117.05,-25.46,31.32,55,1.38,-15.32
1787165505.505,112,Large_Needle_Driver_Left,129.10,-13.29,45.14,652,2.77,-7.87
1787165505.505,113,Monopolar_Curved_Scissors,93.67,13.86,12.89,1703,5.92,-0.94
1787165505.505,114,Monopolar_Curved_Scissors,94.82,-10.39,18.37,705,4.88,2.07
1787165505.505,115,UNKNOWN,96.39,-12.24,18.85,618,4.71,3.86
1787165505.618,112,Large_Needle_Driver_Left,129.99,-14.35,46.21,638,2.89,-10.37
1787165505.618,113,Monopolar_Curved_Scissors,92.01,14.28,12.33,1095,4.85,-3.80
1787165505.618,114,Monopolar_Curved_Scissors,101.16,-8.03,18.72,787,5.50,0.19
1787165505.618,115,UNKNOWN,94.24,-11.55,17.81,769,4.15,2.47
1787165505.713,112,Large_Needle_Driver_Left,130.84,-15.34,47.21,620,2.57,-10.41
1787165505.713,113,Monopolar_Curved_Scissors,90.45,14.68,11.79,486,3.25,-5.32
1787165505.713,114,Monopolar_Curved_Scissors,101.38,-7.27,19.87,385,3.68,-5.91
1787165505.713,115,UNKNOWN,95.30,-8.51,14.24,409,3.34,0.17
1787165505.832,112,Large_Needle_Driver_Left,131.70,-16.36,48.22,558,3.13,-11.68
1787165505.832,113,Monopolar_Curved_Scissors,88.86,15.09,11.25,676,4.98,1.59
1787165505.832,114,Monopolar_Curved_Scissors,101.61,-6.49,21.04,568,4.22,-5.84
1787165505.832,115,UNKNOWN,93.63,-7.55,14.10,567,3.97,-1.02
1787165505.832,116,Large_Needle_Driver_Left,92.11,6.75,11.38,620,4.67,0.51
1787165505.949,112,Large_Needle_Driver_Left,132.64,-17.47,49.34,628,2.52,-12.79
1787165505.949,113,Monopolar_Curved_Scissors,97.02,11.95,8.07,949,5.58,-2.15
1787165505.949,114,Monopolar_Curved_Scissors,101.86,-5.63,22.33,523,6.12,-4.17
1787165505.949,115,UNKNOWN,95.35,-4.34,11.26,551,5.24,-1.72
1787165505.949,116,Large_Needle_Driver_Left,89.97,5.01,11.79,682,5.13,3.39
1787165506.038,112,Large_Needle_Driver_Left,133.40,-18.36,50.24,439,3.76,-12.10
1787165506.038,114,Monopolar_Curved_Scissors,102.06,-4.94,23.36,682,3.50,-5.31
1787165506.038,115,UNKNOWN,90.29,-3.30,9.21,633,3.09,-7.66
1787165506.038,116,Large_Needle_Driver_Left,95.62,5.79,5.01,328,2.12,-11.13
1787165506.261,112,Large_Needle_Driver_Left,135.16,-20.44,52.32,111,2.55,-15.31
1787165506.261,113,Monopolar_Curved_Scissors,97.11,14.49,2.50,606,2.78,-7.17
1787165506.261,114,Monopolar_Curved_Scissors,88.98,-9.78,16.72,977,4.10,-3.64
1787165506.261,116,Large_Needle_Driver_Left,94.86,8.33,7.24,822,3.01,-6.29
1787165506.373,113,Large_Needle_Driver_Left,90.03,15.90,3.12,814,3.24,-1.86
1787165506.373,114,Monopolar_Curved_Scissors,88.15,-6.13,13.68,882,4.29,4.46
1787165506.373,115,Prograsp_Forceps_Right,128.86,20.06,7.80,30,0.79,-14.41
1787165506.373,116,Large_Needle_Driver_Left,93.79,7.45,7.17,917,3.29,-4.27
1787165506.556,113,Large_Needle_Driver_Left,88.03,5.34,-2.85,781,3.83,1.40
1787165506.556,114,Monopolar_Curved_Scissors,84.33,-4.16,11.74,1042,5.47,-6.06
1787165506.556,115,Prograsp_Forceps_Right,133.74,29.42,7.05,46,1.43,-13.92
1787165506.556,116,Large_Needle_Driver_Left,85.27,-1.15,9.67,1142,4.38,0.43
1787165506.639,113,Large_Needle_Driver_Left,86.67,4.78,-4.02,598,3.32,-1.91
1787165506.639,114,Monopolar_Curved_Scissors,83.08,-5.53,10.53,927,3.41,8.54
1787165506.639,116,Large_Needle_Driver_Left,83.77,-2.51,9.83,1043,3.43,6.02
1787165506.742,113,Large_Needle_Driver_Left,85.21,4.18,-5.27,1039,3.85,2.85
1787165506.742,114,Monopolar_Curved_Scissors,82.98,-6.92,9.11,1088,3.25,6.21
1787165506.742,116,Large_Needle_Driver_Left,82.16,-3.98,9.99,1269,3.60,6.38
1787165506.851,113,Large_Needle_Driver_Left,83.83,3.61,-6.45,924,3.87,4.50
1787165506.851,114,Monopolar_Curved_Scissors,83.59,-8.06,7.76,1111,3.56,5.94
1787165506.851,116,Large_Needle_Driver_Left,84.41,2.82,9.14,1586,3.35,3.82
1787165507.041,113,Large_Needle_Driver_Left,81.03,2.46,-8.85,631,3.77,10.72
1787165507.041,114,Monopolar_Curved_Scissors,83.90,-8.43,6.65,205,3.72,-3.48
1787165507.041,116,Large_Needle_Driver_Left,74.23,3.36,8.98,229,5.46,8.18
1787165507.159,113,Large_Needle_Driver_Left,79.32,1.76,-10.32,879,4.09,10.71
1787165507.159,114,Monopolar_Curved_Scissors,89.49,-9.05,10.44,750,3.15,3.31
1787165507.159,116,Large_Needle_Driver_Left,71.26,1.74,13.14,63,4.49,9.49
1787165507.269,113,Large_Needle_Driver_Left,77.83,1.15,-11.59,845,4.90,9.77
1787165507.269,114,Monopolar_Curved_Scissors,92.77,-10.81,13.93,392,3.05,1.52
1787165507.269,116,Large_Needle_Driver_Left,70.12,-0.17,17.39,49,0.96,7.78
1787165507.367,113,Large_Needle_Driver_Left,76.46,0.59,-12.77,2552,5.30,-3.49
1787165507.367,116,Large_Needle_Driver_Left,71.78,-1.14,20.85,1103,2.54,2.95
1787165507.374,113,Large_Needle_Driver_Left,76.41,0.57,-12.81,2561,5.29,-3.47
1787165507.374,116,Large_Needle_Driver_Left,72.84,-1.18,21.70,1072,2.49,1.96
1787165507.488,113,Large_Needle_Driver_Left,74.71,-0.13,-14.27,2999,4.18,-2.41
1787165507.488,114,Monopolar_Curved_Scissors,95.23,-13.04,15.70,38,1.17,-13.46
1787165507.488,116,Large_Needle_Driver_Left,72.83,-1.67,23.22,1196,3.37,0.26
1787165507.501,113,Large_Needle_Driver_Left,74.53,-0.21,-14.42,3023,4.16,-2.32
1787165507.501,114,Monopolar_Curved_Scissors,95.31,-13.31,16.45,33,1.01,-13.76
1787165507.501,116,Large_Needle_Driver_Left,73.36,-1.55,23.54,1184,3.34,-0.16
1787165507.642,114,Monopolar_Curved_Scissors,95.55,-14.73,15.04,52,1.19,-17.55
1787165507.642,116,Large_Needle_Driver_Left,73.59,-1.27,24.40,992,3.82,-8.13
1787165507.757,114,Monopolar_Curved_Scissors,95.61,-15.04,13.36,70,2.06,-2.55
1787165507.757,116,Large_Needle_Driver_Left,73.91,-1.17,24.78,1246,2.72,-0.02
1787165507.897,114,Monopolar_Curved_Scissors,95.62,-14.76,12.74,120,1.67,-14.91
1787165507.897,116,Large_Needle_Driver_Left,75.36,-1.10,25.31,1297,3.37,-1.26
1787165508.131,118,Large_Needle_Driver_Left,77.19,-1.13,24.04,78,1.28,-6.69
1787165508.259,118,Large_Needle_Driver_Left,77.19,-1.16,23.96,48,0.81,-7.64
1787165508.478,118,Large_Needle_Driver_Left,91.69,-5.85,7.81,146,2.38,11.53
1787165508.772,118,Large_Needle_Driver_Left,95.49,-3.67,3.66,85,1.57,-15.83
1787165508.931,118,Monopolar_Curved_Scissors,96.16,-7.69,3.96,57,0.96,11.76
1787165509.143,118,Monopolar_Curved_Scissors,96.28,-6.88,3.98,43,1.92,1.93
1787165509.266,118,Monopolar_Curved_Scissors,96.26,-7.86,4.54,46,2.04,3.55
1787165509.380,118,Monopolar_Curved_Scissors,88.14,-9.86,14.74,300,2.47,9.32
1787165509.615,118,Monopolar_Curved_Scissors,83.55,-8.61,18.15,104,1.03,-7.17
1787165509.615,119,Monopolar_Curved_Scissors,95.34,-23.80,-12.21,374,3.11,-3.16
1787165509.880,118,Monopolar_Curved_Scissors,81.72,-8.48,19.21,177,1.38,-4.61
1787165509.880,119,Monopolar_Curved_Scissors,95.34,-19.74,-9.71,393,2.51,2.10
1787165510.153,118,Monopolar_Curved_Scissors,81.21,-9.13,19.63,162,1.67,-5.15
1787165510.153,119,Monopolar_Curved_Scissors,95.34,-22.01,-8.45,209,2.53,-3.54
1787165510.266,118,Monopolar_Curved_Scissors,107.77,-12.85,26.20,137,3.75,12.99
1787165510.266,119,Monopolar_Curved_Scissors,95.34,-18.91,-7.15,332,2.85,1.73
1787165510.387,118,Monopolar_Curved_Scissors,120.98,-18.62,31.64,439,3.47,10.43
1787165510.387,119,Monopolar_Curved_Scissors,95.34,-16.36,-6.50,266,3.25,-3.23
1787165510.493,118,Monopolar_Curved_Scissors,99.75,-18.19,26.75,107,1.29,8.82
1787165510.493,119,Monopolar_Curved_Scissors,95.34,-17.34,-3.25,319,3.39,-5.36
1787165510.590,118,Monopolar_Curved_Scissors,89.79,-17.50,25.03,139,1.72,14.50
1787165510.590,119,Monopolar_Curved_Scissors,87.07,-16.66,1.75,301,2.18,-5.82
1787165510.986,118,Monopolar_Curved_Scissors,104.27,-21.81,28.75,764,4.07,-0.65
1787165510.986,119,Monopolar_Curved_Scissors,81.03,-15.30,-1.00,115,1.40,-5.80
1787165511.114,118,Monopolar_Curved_Scissors,105.73,-22.96,29.64,404,3.34,-11.10
1787165511.332,118,Monopolar_Curved_Scissors,84.18,-15.38,23.95,1159,3.22,-0.43
1787165511.332,119,Monopolar_Curved_Scissors,77.44,-13.71,0.79,871,4.01,-1.55
1787165511.438,118,Monopolar_Curved_Scissors,82.28,-16.62,22.49,1139,4.73,6.55
1787165511.438,119,Monopolar_Curved_Scissors,92.52,-13.28,11.02,1314,6.03,3.74
1787165511.569,118,Prograsp_Forceps_Right,92.05,-19.11,24.54,247,0.89,4.54
1787165511.569,119,Monopolar_Curved_Scissors,94.73,-12.32,12.58,233,2.77,8.95
1787165511.681,118,Prograsp_Forceps_Right,92.14,-19.55,24.70,360,1.52,6.18
1787165511.681,119,Monopolar_Curved_Scissors,88.34,-12.08,12.06,188,2.80,-12.34
1787165511.692,118,Prograsp_Forceps_Right,93.99,-17.09,24.31,177,1.83,-6.93
1787165511.692,119,Monopolar_Curved_Scissors,88.33,-12.05,12.12,188,2.80,-12.33
1787165511.786,118,Prograsp_Forceps_Right,93.08,-12.94,20.02,900,3.17,-4.96
1787165511.786,119,Monopolar_Curved_Scissors,90.38,-10.38,15.02,1219,4.13,-4.11
1787165511.786,120,UNKNOWN,97.45,7.56,9.75,2188,3.87,-5.23
1787165511.937,118,Prograsp_Forceps_Right,93.29,-12.64,19.63,619,4.81,2.53
1787165511.937,119,Monopolar_Curved_Scissors,95.19,-7.67,16.85,705,4.86,-2.07
1787165511.937,120,UNKNOWN,89.32,6.27,9.70,1179,4.68,0.91
1787165512.051,118,Prograsp_Forceps_Right,93.43,-12.44,19.36,513,3.80,3.84
1787165512.051,119,Monopolar_Curved_Scissors,92.00,-6.96,14.79,454,3.34,2.05
1787165512.051,120,Prograsp_Forceps_Right,90.53,5.95,8.52,725,4.37,0.24
1787165512.187,118,Prograsp_Forceps_Right,93.65,-12.14,18.94,693,3.50,1.51
1787165512.187,119,Monopolar_Curved_Scissors,90.31,-6.64,14.95,602,2.95,3.73
1787165512.187,120,Prograsp_Forceps_Right,91.19,7.35,11.02,627,3.68,0.93
1787165512.315,118,Prograsp_Forceps_Right,93.83,-11.88,18.60,532,4.26,-0.52
1787165512.315,119,Monopolar_Curved_Scissors,92.87,-3.91,12.29,577,4.99,2.75
1787165512.315,120,Prograsp_Forceps_Right,91.42,9.19,8.74,982,4.95,0.53
1787165512.427,118,Prograsp_Forceps_Right,94.00,-11.64,18.28,806,3.25,-1.06
1787165512.427,119,Monopolar_Curved_Scissors,88.83,-3.08,10.23,653,2.75,-7.12
1787165512.427,120,Prograsp_Forceps_Right,99.99,9.18,5.89,255,1.78,14.30
1787165512.542,118,Monopolar_Curved_Scissors,87.49,-10.68,15.68,747,3.88,-2.22
1787165512.542,119,Monopolar_Curved_Scissors,90.64,4.95,9.18,637,3.20,-5.48
1787165512.542,120,Prograsp_Forceps_Right,95.99,9.87,7.10,495,2.61,6.24
1787165512.801,118,Monopolar_Curved_Scissors,87.62,-5.60,12.29,866,4.25,2.77
1787165512.801,119,Monopolar_Curved_Scissors,87.15,14.38,5.80,882,2.60,1.88
1787165512.801,120,Prograsp_Forceps_Right,89.11,14.74,5.09,880,2.78,0.03
1787165513.046,118,Monopolar_Curved_Scissors,87.83,-3.33,12.70,1176,3.74,1.42
1787165513.046,119,Monopolar_Curved_Scissors,83.35,18.38,4.59,1158,3.10,5.62
1787165513.046,120,Large_Needle_Driver_Left,84.04,17.61,4.32,1169,3.17,4.95
1787165513.067,118,Monopolar_Curved_Scissors,86.54,-3.43,11.85,1151,3.73,2.88
1787165513.067,119,Monopolar_Curved_Scissors,83.19,19.01,4.64,1181,3.14,5.86
1787165513.067,120,Large_Needle_Driver_Left,84.02,17.65,4.31,1166,3.16,4.97
1787165513.314,118,Monopolar_Curved_Scissors,85.52,-1.62,9.08,1071,3.30,2.62
1787165513.314,119,Monopolar_Curved_Scissors,81.74,24.00,4.12,1135,3.28,6.27
1787165513.314,120,Large_Needle_Driver_Left,84.85,19.99,4.62,1234,3.27,3.02
1787165513.424,118,Monopolar_Curved_Scissors,84.31,-5.37,8.19,1039,2.98,6.21
1787165513.424,119,Monopolar_Curved_Scissors,81.11,26.14,3.89,1132,3.17,6.53
1787165513.424,120,Large_Needle_Driver_Left,84.82,19.48,5.22,1322,3.13,4.06
1787165513.542,118,Monopolar_Curved_Scissors,84.43,-7.50,7.08,1158,3.57,4.86
1787165513.542,119,Monopolar_Curved_Scissors,80.47,28.37,3.66,840,3.34,8.36
1787165513.542,120,Large_Needle_Driver_Left,85.13,11.58,7.28,1475,3.17,4.26
1787165513.654,118,Monopolar_Curved_Scissors,84.83,-8.24,6.41,943,3.36,4.49
